Date,Growth,Inflation,Credit,Interest,Exchange
2018-01-02,-0.000369142294640357,-0.0316770936820342,-0.0344724702210185,0.00378036366121948,-0.0245315097510166
2018-01-03,0.00405558614881296,-0.0352436344478105,-0.0594024103258932,0.00520274371336571,-0.0248511923963877
2018-01-04,0.00185183990295568,-0.0451178064080361,-0.0754991154915341,0.00240558759933429,-0.0268243106894123
2018-01-05,-0.00390292912898982,-0.0567386560313042,-0.118130253536527,-0.000651673801747688,-0.0235257724849713
2018-01-08,-0.00314880190350564,-0.0576944555245312,-0.139316822169183,-0.00454916514107762,-0.0162349449419282
2018-01-09,-0.00324306794227336,-0.0620565874803163,-0.175931428159833,-0.00431520174521327,-0.0168744290725484
2018-01-10,-0.00346185130958199,-0.062344297216305,-0.210497563533859,-0.0033017730016266,-0.0191823056920619
2018-01-11,0.000692163533429602,-0.0623213099604356,-0.212842513146969,-0.00346638428004331,-0.0316258933364649
2018-01-12,0.00629694157873773,-0.0540926216801667,-0.211357243319269,0.000219045459467937,-0.0311104085200238
2018-01-15,0.0067892668629308,-0.0576852113134646,-0.179499754781756,0.000688528105612152,-0.0292903815572291
2018-01-16,0.0103825171807472,-0.06072123746012,-0.251861109601695,0.000880639550905338,-0.0338294058527117
2018-01-17,0.0140750798416553,-0.0573506149526064,-0.3893811737362,0.00147285503677952,-0.0283918268715192
2018-01-18,0.0171736411010743,-0.0511096079298593,-0.488521470203402,0.000995597015863936,-0.0368985927946722
2018-01-19,0.01477013589761,-0.0512989238467337,-1.39976744186047,0.00105567913496407,-0.0374272751466594
2018-01-22,0.0165039615597766,-0.0608933138736759,3.77545084351367,0.000172565321203466,-0.0331677316896195
2018-01-23,0.0190218856530047,-0.0363907738232625,0.880009745401389,-0.00102998493538109,-0.0239307772508477
2018-01-24,0.0168089459573868,-0.0282319877363311,0.31043867038165,-0.00181436340791885,-0.0516563681017371
2018-01-25,0.016779707077891,-0.0179932956487445,0.255982990506329,-0.0018858236050584,-0.0533171327296538
2018-01-26,0.0172534390300769,-0.0119977912016198,0.197039486634385,-0.00117845896091096,-0.051518624462876
2018-01-29,0.0116612534449891,-0.0255910846148635,0.144280734065645,-0.00094668448303481,-0.0505141961600323
2018-01-30,0.0121125717664352,-0.0292701579962804,0.168855804328457,-0.00239352078835986,-0.0827499098424321
2018-01-31,-0.00604386304944826,-0.0376730111550789,0.15882266155208,-0.00397180126640295,-0.0905459978961913
2018-02-01,0.00541048260406263,0.000483765931714508,0.0765590850255693,-0.00226755046977511,-0.0996647531477456
2018-02-02,0.00358393566398418,0.0200293838686281,0.0358923819848229,0.000125671323821797,-0.115914544692747
2018-02-05,-0.00398486621846006,0.00499562427071165,0.061933937133724,-0.00156803946220851,-0.184053445020928
2018-02-06,-0.00585910812568657,-0.017252639599434,0.0628908279729803,-0.00453070349275397,-0.260204073469009
2018-02-07,-0.00854907609502398,-0.0249580033597312,0.0340520220495271,-0.00505168495149899,-0.266204679994204
2018-02-08,-0.0142622659923698,-0.0298566803612336,0.0248284181868572,-0.00493594899256877,-0.380551240748546
2018-02-09,-0.0168369298620643,-0.0417235861207603,0.0499650038177653,-0.00719964287756936,-0.484271582263122
2018-02-12,-0.016633194294248,-0.0337039752362334,0.047072191500644,-0.00736960793975616,-0.695200487147787
2018-02-13,-0.0156286365963785,-0.0362915972939367,0.042872438939692,-0.00822369621746477,-1.78154134883158
2018-02-14,-0.0158945016491506,-0.0369366020075665,0.0348387096774194,-0.00911076973582992,1.96134629536388
2018-02-22,-0.0185597847305228,-0.0515009764294473,0.040208618239348,-0.0096402448559052,0.680560823447861
2018-02-23,-0.0192228838609783,-0.0551113239166866,0.0315396017271381,-0.0133663165821833,0.421420455429826
2018-02-26,-0.0239488824270864,-0.0502178980439851,0.0193922431027589,-0.0149101173651457,0.311206500076652
2018-02-27,-0.0264480245492904,-0.0660780024542496,0.0304594038046675,-0.0165982452897679,0.287785405288036
2018-02-28,-0.0441940334771446,-0.0880630694964151,0.029428207781703,-0.0165213276390569,0.124187753725633
2018-03-01,-0.032290643270836,-0.0940612666791957,0.00823867903816611,-0.0152468521823367,0.04022162997831
2018-03-02,-0.0355263998636878,-0.112159872765619,0.0000573026496746287,-0.013825842596479,0.028240754861375
2018-03-05,-0.0283402895862317,-0.0997312979477394,0.0202610559127214,-0.0143914803093901,0.0316179206868841
2018-03-06,-0.0347729907044752,-0.123237304265075,0.00545889541610034,-0.0144182132169873,-0.0464372815696402
2018-03-07,-0.031983611832759,-0.182544772805762,0.000904876277718847,-0.0144240183483834,-0.0836499503829559
2018-03-08,-0.0293268685034135,-0.27358319753757,0.0208379838385644,-0.0152230090363953,-0.0837174934710226
2018-03-09,-0.0239314383086781,-0.386091724825523,0.0238129079518494,-0.0168353102712604,-0.10589498978106
2018-03-12,-0.0141974463423817,-0.558126945459467,0.0121741544836129,-0.0129396465985062,-0.185442143584838
2018-03-13,-0.00960127785542531,-1.17672281776417,0.00528586953081311,-0.0109337513453903,-0.300371177277495
2018-03-14,-0.00879153628371321,5.94107452339688,0.0153754119350979,-0.0126254199961048,-0.27103396574592
2018-03-15,-0.00394397085352483,0.796504369538077,0.0163932731764294,-0.0136098899759941,-0.48453445138834
2018-03-16,-0.0038086613753795,0.445309242529534,0.00813562079871444,-0.0130378704221202,-0.332173794420572
2018-03-19,-0.00468768102380379,0.332435811135686,0.00127101974115584,-0.0146199037556457,0.0612807680522929
2018-03-20,-0.0130189912520259,0.290632217090069,-0.0098227868505627,-0.0165359448303364,0.420556250601482
2018-03-21,-0.0184978544666105,0.204272213834368,0.00496520288144553,-0.0203424788387536,0.0443736874195515
2018-03-22,-0.0245031888344579,0.214710252600297,-0.00986109423723325,-0.0269510736651072,-0.0292715360664244
2018-03-23,-0.0260661935398288,0.18394495412844,-0.0749095073518886,-0.0200925484253424,0.23246295461
2018-03-26,-0.0186305794450714,0.148069223815059,-0.11192413122292,-0.0152375317546406,0.225214845338466
2018-03-27,-0.0213833235851021,0.100230609145621,-0.148171657580962,-0.0131447608511829,0.0795450773877353
2018-03-28,-0.0196320758539649,0.0867798169827718,-0.178372612907468,-0.0128205541185225,0.287766835077219
2018-03-29,-0.0146727562049227,0.0772396923583509,-0.22207600519268,-0.0141998331478818,0.440557381484812
2018-03-30,-0.0201661108664191,0.0523132682692518,-0.260166876214425,-0.0172786272428563,0.238869952877875
2018-04-02,-0.0110130036924065,0.0583646285038488,-0.426276109257199,-0.0177396139051625,0.192322270232187
2018-04-03,-0.0108542735320217,0.0358361105665557,-0.762225333907799,-0.018285741065448,0.127978338675114
2018-04-04,-0.0078990842751332,0.00929255460085532,-3.44326160815402,-0.0267329712661311,0.151305166623012
2018-04-09,-0.00477498042588853,-0.00080631551313548,1.56058218225642,-0.0262440266800813,0.145877250578844
2018-04-10,-0.00760127648258124,-0.0105093270277371,0.593244270663625,-0.0276761834324979,0.132923178997685
2018-04-11,-0.0154753131908622,-0.0126313393771573,0.33760538096212,-0.0315911702663311,0.113090603364324
2018-04-12,-0.0193363273453093,-0.020860545524395,0.22752446316934,-0.0359553361854921,0.100225402525863
2018-04-13,-0.0266679002208833,-0.0230117314709459,0.192618016247561,-0.0423005375030706,0.10012516778098
2018-04-16,-0.0284441276064873,-0.0223891086524367,0.158700319118074,-0.0444091463763621,0.0701014598227663
2018-04-17,-0.0242995683066124,-0.0482068767202071,0.158846681555518,-0.0859842398582075,0.0609700742719366
2018-04-18,-0.0217462147799058,-0.0484257321047066,0.140996612278761,-0.0847575547239171,0.0693366824551074
2018-04-19,-0.0211790029340541,-0.0760403673885929,0.115627863997516,-0.0901538347310807,0.0644610927870843
2018-04-20,-0.0120686946960574,-0.0740513475038044,0.10077193077743,-0.0770875572813496,0.0796051340724755
2018-04-23,-0.00629355804647958,-0.104360503644798,0.0642917057285242,-0.0724737604986954,0.0847756663684836
2018-04-24,-0.00638675182335757,-0.110601396945661,0.0311427909133055,-0.0749305736033293,0.0481565815082643
2018-04-25,-0.0115942028985507,-0.129446607434029,0.0117122078973102,-0.0817237622742061,0.0322174177490571
2018-04-26,-0.00430379059411312,-0.109705286495165,-0.00182204001822051,-0.0837732078037806,0.040161127166177
2018-04-27,-0.0134853215887863,-0.0972907990210812,-0.0117758361622794,-0.0849951298038506,0.0239164605958426
2018-05-02,-0.00791983413959918,-0.0954577883472056,-0.0251275524570039,-0.0955038453325344,0.0238912586600502
2018-05-03,-0.00947378686765954,-0.0983804816489642,-0.04134317667175,-0.109463973614478,0.0282670296059215
2018-05-04,-0.00745460427303524,-0.115355455764857,-0.0456449037389654,-0.114946167208094,0.0313280735768078
2018-05-07,0.0057250556208992,-0.0866899597864065,-0.0476891021593636,-0.104101002785266,0.0406062592766172
2018-05-08,0.00473432810584584,-0.0828641547567489,-0.0571117903293176,-0.0673180566090461,0.0398782054013767
2018-05-09,0.00197736547604022,-0.144262553124508,-0.0831710181207063,-0.0789718676097635,0.0267096506692679
2018-05-10,0.00621430970775938,-0.162420675066679,-0.0908003221229436,-0.0868759512495497,0.0291336068383561
2018-05-11,0.0145078729204919,-0.191061820577578,-0.0884804211023569,-0.0777099887395268,0.0229855075329344
